718|408|1583|chrome|1
718|386|1583|chrome|1
722|384|1583|chrome|1
577|346|1583|chrome|1
464|310|1583|chrome|3
699|477|1583|chrome|1
708|396|1583|chrome|1
701|457|1583|chrome|1
928|847|1583|chrome|1
715|526|1583|chrome|1
695|397|1583|chrome|1
682|465|1583|chrome|1
909|845|1583|chrome|1
687|393|1583|chrome|1
768|507|1583|chrome|1
911|862|1583|chrome|1
652|397|1583|chrome|1
717|399|1583|chrome|1
765|527|1583|chrome|1
893|849|1583|chrome|1
720|500|1583|chrome|1
903|842|1583|chrome|1
450|278|1583|chrome|1
681|379|1583|chrome|1
692|485|1583|chrome|1
553|391|1266|chrome|1
557|391|1266|chrome|1
729|556|1583|chrome|1
751|651|1583|chrome|1
889|855|1583|chrome|1
778|515|1583|chrome|1
672|458|1583|chrome|1
695|569|1583|chrome|1
690|552|1583|chrome|1
700|165|1583|firefox|1
887|691|1583|chrome|1
909|887|1583|firefox|1
925|840|1583|chrome|1
665|474|1583|chrome|1
694|385|1583|chrome|1
698|472|1583|chrome|1
921|1133|1583|chrome|1
720|386|1583|chrome|1
914|847|1583|chrome|1
745|463|1583|chrome|1
772|522|1583|chrome|1
890|1127|1583|chrome|1
912|842|1583|chrome|1
600|61|1583|chrome|1
643|400|1583|chrome|1
722|399|1583|chrome|1
691|520|1583|chrome|1
934|1124|1583|chrome|1
709|398|1583|chrome|1
766|544|1583|chrome|1
930|1124|1583|chrome|1
666|393|1583|chrome|1
683|466|1583|chrome|1
939|1135|1583|chrome|1
403|288|1583|chrome|1
702|390|1583|chrome|1
740|530|1583|chrome|1
704|389|1583|chrome|1
921|1053|1583|chrome|1
709|543|1583|chrome|1
904|857|1583|chrome|1
986|59|1583|chrome|1
688|595|1583|firefox|1
916|879|1583|firefox|1
728|394|1583|chrome|1
682|460|1583|chrome|1
912|1129|1583|chrome|1
790|524|1583|chrome|1
902|831|1583|chrome|1
704|397|1583|chrome|1
730|532|1583|chrome|3
680|487|1583|chrome|1
902|843|1583|chrome|1
909|846|1583|chrome|1
700|511|1583|chrome|1
900|848|1583|chrome|1
722|394|1583|chrome|1
674|493|1583|chrome|1
934|1134|1583|chrome|1
571|510|1266|chrome|1
752|883|1266|chrome|1
750|485|1583|chrome|1
906|837|1583|chrome|1
861|522|1583|chrome|1
1157|511|1583|chrome|1
883|1110|1583|chrome|1
725|386|1583|chrome|1
688|458|1583|chrome|1
931|1054|1583|chrome|1
723|392|1583|chrome|1
663|458|1583|chrome|1
899|1132|1583|chrome|1
746|510|1583|chrome|3
789|452|1583|chrome|1
692|458|1583|chrome|1
896|1124|1583|chrome|1
806|614|1583|chrome|1
800|581|1583|chrome|1
886|845|1583|chrome|1
795|459|1583|chrome|1
916|841|1583|chrome|1
718|395|1583|chrome|1
678|465|1583|chrome|1
903|1120|1583|chrome|1
600|536|1266|chrome|1
769|852|1266|chrome|1
721|390|1583|chrome|1
696|463|1583|chrome|1
937|1119|1583|chrome|1
577|494|1266|chrome|1
617|656|1266|chrome|1
752|851|1266|chrome|1
676|688|1266|chrome|1
725|397|1583|chrome|1
685|599|1266|chrome|1
684|471|1583|chrome|1
931|1126|1583|chrome|1
677|522|1266|chrome|1
611|593|1266|chrome|1
606|528|1266|chrome|1
764|852|1266|chrome|1
722|392|1583|chrome|1
678|455|1583|chrome|1
896|1122|1583|chrome|1
634|622|1266|chrome|1
583|599|1266|chrome|1
751|847|1266|chrome|1
753|476|1583|chrome|1
898|842|1583|chrome|1
710|810|1583|chrome|1
943|847|1583|chrome|1
0|403|1266|chrome|1
725|393|1583|chrome|1
685|460|1583|chrome|1
933|1098|1583|chrome|1
663|472|1583|chrome|1
917|846|1583|chrome|1
681|509|1583|chrome|1
904|843|1583|chrome|1
756|346|1583|firefox|1
698|489|1583|firefox|1
935|1213|1583|firefox|1
811|552|1583|chrome|1
918|873|1583|chrome|1
696|533|1583|chrome|1
355|508|767|chrome|1
904|839|1583|chrome|1
337|430|767|chrome|1
337|435|767|chrome|1
337|435|767|chrome|1
470|894|767|chrome|1
612|466|1266|chrome|1
727|855|1266|chrome|1
778|245|1583|firefox|1
926|928|1583|firefox|1
735|469|1583|chrome|1
919|855|1583|chrome|1
669|532|1266|chrome|1
679|512|1583|chrome|1
756|848|1266|chrome|3
891|845|1583|chrome|1
735|845|1266|chrome|1
321|441|767|chrome|1
769|565|1583|chrome|1
333|434|767|chrome|1
335|441|767|chrome|1
919|848|1583|chrome|1
360|519|767|chrome|1
463|906|767|chrome|1
712|512|1583|chrome|1
722|396|1583|chrome|1
710|534|1583|chrome|1
936|566|1583|chrome|1
825|376|1583|chrome|1
899|844|1583|chrome|1
894|848|1583|chrome|1
799|576|1583|chrome|1
925|878|1583|chrome|1
719|512|1583|chrome|1
693|505|1583|chrome|1
876|853|1583|chrome|1
704|807|1583|chrome|1
762|573|1583|chrome|1
901|886|1583|chrome|1
942|851|1583|chrome|1
685|584|1266|chrome|1
764|849|1266|chrome|1
778|517|1583|chrome|1
889|897|1583|chrome|1
735|500|1583|chrome|1
873|839|1583|chrome|1
705|736|1266|chrome|1
776|857|1266|chrome|1
685|573|1266|chrome|1
758|862|1266|chrome|1
734|394|1583|chrome|1
728|394|1583|chrome|1
546|452|767|chrome|1
670|650|1266|chrome|1
750|852|1266|chrome|1
799|558|1583|chrome|1
900|893|1583|chrome|1
722|461|1583|chrome|1
722|461|1583|chrome|1
687|457|1583|chrome|1
923|850|1583|chrome|1
731|504|1583|firefox|1
711|683|1266|chrome|1
649|458|1583|chrome|1
653|515|1583|chrome|1
718|393|1583|chrome|1
748|845|1266|chrome|1
707|409|1583|chrome|1
666|682|1583|chrome|1
923|852|1583|chrome|1
683|573|1583|chrome|1
454|392|1017|chrome|1
437|392|1017|chrome|1
941|881|1583|chrome|1
456|574|1017|chrome|1
243|500|1017|chrome|2
743|542|1583|firefox|1
905|888|1583|firefox|1
776|535|1583|chrome|1
772|521|1583|chrome|1
720|737|1583|chrome|1
889|636|1583|chrome|1
435|300|1583|firefox|1
936|898|1583|chrome|1
490|611|767|chrome|1
478|550|767|chrome|1
723|504|1583|chrome|1
721|402|1583|chrome|1
686|399|1583|chrome|1
900|846|1583|chrome|1
753|463|1583|chrome|1
919|842|1583|chrome|1
483|896|767|chrome|1
675|456|1583|chrome|1
