800|50|1583|chrome|1
502|54|1583|chrome|1
804|64|1583|chrome|1
538|312|1583|chrome|1
550|311|1583|chrome|1
538|343|1583|chrome|1
654|377|1583|chrome|1
544|347|1583|chrome|1
573|606|1583|chrome|2
506|57|1583|chrome|1
542|351|1583|chrome|1
660|381|1583|chrome|2
642|380|1583|chrome|2
698|270|1583|chrome|1
554|309|1583|chrome|1
508|65|1583|chrome|1
532|311|1583|chrome|1
543|350|1583|chrome|1
541|672|1583|chrome|1
608|638|1583|chrome|1
647|378|1583|chrome|1
525|129|1583|chrome|1
619|415|1583|chrome|2
591|382|1583|chrome|1
925|312|1583|chrome|1
531|312|1583|chrome|1
590|408|1583|chrome|1
284|311|1017|chrome|1
909|62|1583|chrome|1
544|439|1583|chrome|1
334|62|1017|chrome|1
582|470|1583|chrome|1
555|440|1583|chrome|1
557|341|1583|chrome|1
583|506|1583|chrome|1
540|316|1583|chrome|1
560|478|1583|chrome|1
1268|14|1583|chrome|1
1181|48|1583|chrome|1
542|306|1583|chrome|1
626|56|1583|chrome|1
541|344|1583|chrome|1
533|308|1583|chrome|1
518|55|1583|chrome|1
552|312|1583|chrome|1
1267|9|1583|chrome|1
1143|116|1583|chrome|1
572|478|1583|chrome|1
1281|19|1583|chrome|1
931|60|1583|chrome|1
1293|38|1583|chrome|1
603|575|1583|chrome|1
534|342|1583|chrome|1
535|313|1583|chrome|1
555|504|1583|chrome|1
558|610|1583|chrome|1
525|352|1583|chrome|1
636|544|1583|chrome|1
567|542|1583|chrome|1
542|345|1583|chrome|1
585|571|1583|chrome|1
550|311|1583|chrome|1
741|59|1583|chrome|1
802|61|1583|chrome|1
882|63|1017|chrome|1
545|334|1583|chrome|1
568|609|1583|chrome|1
537|377|1583|chrome|1
548|309|1583|chrome|1
552|644|1583|chrome|1
526|345|1583|chrome|1
553|415|1583|chrome|1
569|377|1583|chrome|1
549|665|1583|chrome|1
562|512|1583|chrome|1
583|582|1583|chrome|1
558|446|1583|chrome|1
595|517|1583|chrome|1
545|305|1583|chrome|1
557|470|1583|chrome|1
540|314|1583|chrome|1
619|372|1583|chrome|1
555|306|1583|chrome|1
547|440|1583|chrome|1
546|319|1583|chrome|1
266|363|767|chrome|1
544|311|1583|chrome|1
529|305|1583|chrome|1
386|344|1266|chrome|1
267|419|767|chrome|1
554|310|1583|chrome|1
544|317|1583|chrome|1
538|341|1583|chrome|1
794|57|1583|chrome|1
540|348|1583|chrome|2
548|675|1583|chrome|1
940|67|1583|chrome|1
62|98|767|chrome|1
534|342|1583|chrome|1
352|465|767|chrome|1
1064|73|1583|chrome|1
539|345|1583|chrome|1
543|350|1583|chrome|1
931|58|1583|chrome|1
584|574|1583|chrome|1
510|49|1583|chrome|1
639|571|1583|chrome|1
389|336|1266|chrome|1
537|348|1583|chrome|1
544|310|1583|chrome|1
26|333|1583|chrome|1
581|375|1583|chrome|1
532|313|1583|chrome|1
259|369|767|chrome|1
547|676|1583|chrome|1
528|345|1583|chrome|3
558|316|1583|chrome|1
548|304|1583|chrome|1
923|64|1583|chrome|1
540|311|1583|chrome|1
377|340|1266|chrome|1
636|404|1583|chrome|1
523|343|1583|chrome|1
535|346|1583|chrome|1
547|307|1583|chrome|1
540|340|1583|chrome|1
438|310|1349|chrome|1
530|337|1583|chrome|1
548|302|1583|chrome|1
258|365|767|chrome|1
550|350|1583|chrome|1
658|385|1583|chrome|1
655|534|1583|chrome|1
602|477|1583|chrome|1
542|346|1583|chrome|1
639|412|1583|chrome|1
556|441|1583|chrome|1
623|377|1583|chrome|2
631|379|1583|chrome|3
547|347|1583|chrome|1
616|475|1583|chrome|2
594|538|1583|chrome|2
594|571|1583|chrome|2
553|644|1583|chrome|2
571|346|1583|chrome|1
546|310|1583|chrome|1
571|576|1583|chrome|1
597|215|767|chrome|1
614|381|1583|chrome|1
742|471|767|chrome|1
553|449|1583|chrome|1
55|568|767|chrome|1
276|627|767|chrome|1
259|574|767|chrome|1
542|315|1583|chrome|1
824|65|1583|chrome|1
555|313|1583|firefox|1
544|348|1583|chrome|1
562|473|1583|chrome|3
551|479|1583|chrome|1
555|601|1583|chrome|1
392|307|1266|chrome|1
549|381|1583|chrome|3
614|377|1583|chrome|1
743|47|1583|chrome|1
271|837|767|chrome|1
540|670|1583|chrome|1
604|646|1583|chrome|1
551|603|1583|chrome|1
549|581|1583|chrome|1
326|725|767|chrome|1
579|576|1583|chrome|1
686|378|1583|chrome|1
577|402|1583|chrome|1
581|411|1583|chrome|1
548|445|1583|chrome|1
529|445|1583|chrome|1
587|575|1583|chrome|1
535|312|1583|chrome|1
544|380|1583|chrome|1
1042|59|1583|chrome|1
525|480|1583|chrome|1
387|322|1288|firefox|1
539|475|1583|chrome|3
577|510|1583|chrome|3
551|508|1583|chrome|3
604|385|1583|chrome|1
599|502|1583|chrome|1
547|346|1583|chrome|1
555|378|1583|chrome|1
594|544|1583|chrome|1
552|415|1583|chrome|1
530|440|1583|chrome|1
510|60|1583|chrome|1
574|470|1583|chrome|1
597|509|1583|chrome|1
503|58|1583|chrome|1
598|513|1583|chrome|1
533|654|1583|chrome|1
552|311|1583|chrome|1
271|947|767|chrome|1
546|449|1583|chrome|1
527|443|1583|chrome|3
589|545|1583|chrome|1
541|63|1583|chrome|1
537|318|1583|firefox|1
534|309|1583|chrome|1
490|64|1583|chrome|1
1269|8|1583|firefox|1
493|65|1583|firefox|1
541|311|1583|firefox|1
1058|61|1583|chrome|1
550|510|1583|chrome|1
598|508|1583|chrome|1
1055|60|1583|chrome|1
1203|128|1583|chrome|1
1243|13|1583|chrome|1
1236|74|1583|chrome|1
618|374|1583|chrome|1
530|344|1583|chrome|1
427|442|1349|chrome|1
433|507|1349|chrome|1
443|543|1349|chrome|1
448|374|1349|chrome|1
452|376|1349|chrome|1
421|675|1349|chrome|1
